Label,Type,Text
fraud,Financial Fraud,FINAL WARNING: Unpaid balance of $500 detected. Avoid legal action by paying at http://clear-debtfast.com today!
normal,Education,Reminder: Parent-teacher meet this Friday at 3 PM. See ya there!
normal,Entertainment,There’s a local concert this Friday. Wanna go vibe to some live music?
fraud,Job Offer Scam,"URGENT HIRING! $700/day from home. Don’t wait, apply now at http://easyjobsecure.com"
fraud,Job Offer Scam,Last Chance! Earn $350/day from home. Limited spots. Register at http://quickcashjob.net
normal,Education,"Yo, prof uploaded new study material online. Download it now."
normal,Education,Reminder: Submit your essay by midnight. Don’t miss it!
fraud,Service Fraud,Emergency! Your data plan is suspended. Reactivate at http://urgent.datapayfix.com before it’s too late!
fraud,Tech Support Scam,Warning! Hacker activity detected on your device. Call 1-844-333-7890 urgently to block access!
normal,Service Inquiry,Can I get a quote for your monthly maintenance plan?
normal,Delivery Update,"Hey, your item is on its way! Keep an eye out for it tomorrow."
normal,Entertainment,"Dude, the new season of [TV Show] is out. Binge-watch this weekend?"
fraud,Service Fraud,Warning! Your phone service is blocked. Pay now at http://resolve.telcoissue.com or lose connection!
fraud,Emotional Manipulation,"Hi, it’s your old pal. I’m in a mess, need Rs. 9,000 to avoid eviction. Help at http://saverent-now.in. Please don’t let me down!"
normal,Social,How’s it going? Let’s hang out this weekend.
fraud,Phishing,[CityFinance]: Account breach detected. Secure it now at http://cityfin-verify.com or risk losing access!
fraud,Lottery Scam,"Congrats! You’re the winner of Rs. 10 lakhs in Mega Draw! Don’t delay, claim at http://prizeclaim.lotterypro.net now!"
normal,Education,"Hey, new assignment posted on the portal. Check it out ASAP."
fraud,Tech Support Scam,Critical Alert! Virus found on your phone. Call Tech Support at 1-877-888-6543 before it spreads!
normal,Work Update,"Heads up, the training session is rescheduled for next Tuesday."
normal,Delivery Update,"Hey, your delivery is coming soon! Likely to reach you by tomorrow PM."
fraud,Phishing,Urgent Notice: Suspicious activity detected on your account. Click to protect now: http://safeacc-check.com
normal,Family,"Dad, I’ll mow the lawn after school today. See ya later."
normal,Service Inquiry,"Hey, do you provide repair services for old appliances?"
normal,Travel,"Hey, my train to Amsterdam got delayed by an hour. Will update you."
normal,Entertainment,Have you checked out the latest viral TikTok trend? It’s wild!
fraud,Job Offer Scam,Immediate Hiring! Earn $800/day from your couch. Apply before it’s too late: http://remotejobpro.biz
fraud,Investment Scams,Time-sensitive! Invest $100 & earn $1000 by tomorrow. Click: http://quickcash-secure.com
normal,Family,"Mom, can you remind me where I left my jacket? Thanks!"
normal,Family,"Hey Dad, can you help me with some homework later? Thanks!"
fraud,Emotional Manipulation,"Dad, I’m scared. I’ve been detained and need Rs. 6,000 for release. Click to send: http://quickbail-now.com. Hurry, I’m counting on you!"
fraud,Service Fraud,Danger! Your mobile account is flagged. Avoid disconnection by paying at http://protect.telcofix.com now!
fraud,Subscription Scam,Urgent! Your Netflix subscription is about to expire. Renew now to avoid losing access: http://netflix-securepay.net
fraud,Tech Support Scam,Help! Your phone is infected. Call 1-800-222-4567 immediately to stop hackers from stealing your info!
fraud,Loan Scam,Hurry! Rs. 2 lakhs loan approved for you. Act fast! Visit: http://easyloan.securedeal.in or miss this chance forever!
fraud,Fake Delivery Scam,FedEx Alert: Your shipment is on hold. Pay $2.99 fee now at http://fedex-paysecure.com/fee or risk cancellation!
normal,Entertainment,Just finished a crazy good book-to-movie adaptation. Let’s watch it together!
normal,Recreation,I’m heading to the lake for some fishing. Care to tag along?
fraud,Lottery Scam,Lucky you! Win Rs. 11 lakhs in our Star Lottery! Claim now at http://lotteryjackpot.getprize.club or miss your chance!
normal,Service Inquiry,Just wondering if my subscription renewal is due this month. Can you check?
normal,Recreation,Just signed up for a pottery class. Want to join me next week?
fraud,Emotional Manipulation,"Hey, it’s your childhood buddy. I’m stuck overseas and need Rs. 8,000 for a flight. Please help via http://emergency-fly.net. I’m desperate!"
fraud,Investment Scams,Join our elite investor group! 400% returns guaranteed. Call: 1-800-555-0123
fraud,Job Offer Scam,Job Alert! Make $400/day working remotely. Spots limited! Secure yours at http://easyhire24.com
normal,Travel,"Hey, wanna plan a weekend getaway to the beach? Let’s pick a spot!"
fraud,Impersonation,"Hi, it’s Tom from work. Emergency! Get $200 in Google Play cards for a project. Text codes ASAP. Thanks!"
normal,Social,Are you free to call tonight? Miss talking to you.
fraud,Loan Scam,Urgent! Secure a loan of Rs. 5 lakhs instantly. No documents required! Click: http://quickfunds.loaninstant.co or call 9123456789 now!
normal,Delivery Update,"Hi, your package is out for delivery! Should be there by 5 PM today."
normal,Entertainment,"Hey, saw an insane trailer for a sci-fi movie. Let’s catch it soon!"
fraud,Service Fraud,Critical Update! Your mobile plan is expiring. Pay now at http://urgent.telcoplanfix.com to avoid loss!
fraud,Investment Scams,"Urgent! Invest $1000 & get $10,000 in 5 days! Slots closing soon. Click: http://quickrich-scheme.com"
fraud,Identity Theft,Danger! Your Aadhaar details are exposed. Verify immediately at http://aadhaar-lock.in or risk legal action!
normal,Sports,Just signed up for a cycling event. You in?
normal,Delivery Update,"Just a heads-up, your order shipped! Delivery expected by tomorrow night."
fraud,Fake Delivery Scam,USPS Warning: Delivery failed due to address mismatch. Update now at http://usps-addressfix.com/urgent or face cancellation!
normal,Delivery Update,"Yo, your order is en route! Look for it by this evening."
fraud,Lottery Scam,"Congrats! $15,000 is yours from World Lotto! Act now, claim at http://globalwin.lottoreward.xyz before it’s too late!"
fraud,Impersonation,"Hi, it’s Mark, your supervisor. Need $250 in iTunes gift cards for a client gift. Text codes immediately. Urgent!"
normal,Delivery Update,"Hi, your parcel is on the road! Delivery set for tomorrow afternoon."
fraud,Impersonation,Urgent IRS Notice: Tax penalty pending. Resolve now at http://irs-paysecure.com to avoid fines. Act fast!
normal,Family,"Mom, dinner was amazing last night. Thanks for cooking!"
normal,Travel,"Hey, should we rent a car for our road trip next month? Thoughts?"
fraud,Loan Scam,Warning! Rs. 2.5 lakhs loan offer ends today. Apply at: http://urgentfunds.loanhelp.org or miss out forever!
fraud,Lottery Scam,Fantastic! Rs. 6 lakhs is yours from Power Lotto! Secure it at http://winlotto.claimcash.live before time runs out!
normal,Family,Just wanted to say I miss you guys. Can’t wait to see you soon!
normal,Recreation,"Hey, wanna hit the hiking trail this Saturday? The views are amazing!"
fraud,Service Fraud,Alert! Your internet connection is at risk. Secure it at http://fast.netprotect247.com before disconnection!
normal,Recreation,Wanna join a casual soccer game tomorrow evening?
fraud,Lottery Scam,Hurry! You’ve won Rs. 12 lakhs in our Super Lottery! Claim now at http://lotteryreward.getnow.pw or forfeit your prize!
fraud,Identity Theft,Urgent! Protect your PAN card from fraud. Update details at http://pan-safeguard.com before it’s too late!
normal,Sports,"Yo, I just finished a 5K run! Feeling pumped!"
fraud,Tech Support Scam,Critical! Your system is compromised. Visit http://fixmytech-now.com or call 1-800-444-3210 for urgent help!
fraud,Identity Theft,Alert! Identity theft detected. Secure your info at http://protect-idnow.org or lose all access to funds!
normal,Social,"Hey, you coming to the game on Saturday?"
normal,Family,"Hey everyone, movie night at my place this Friday. You in?"
fraud,Subscription Scam,Emergency! Your Spotify subscription failed to process. Fix it now: http://spotify-paymentfix.net
fraud,Tech Support Scam,Urgent! Your device is under attack. Contact Tech Support at 1-866-777-8901 to protect your files!
fraud,Service Fraud,Urgent Notice! Your phone service ends today. Pay at http://quick.telcorestore.net to prevent shutdown!
fraud,Lottery Scam,Alert! You’ve won Rs. 9 lakhs in our Elite Lottery! Claim immediately at http://lottobonus.redeemfast.co or lose it!
normal,Education,"Hey, tomorrow’s test covers chapters 3-5. Study up!"
fraud,Loan Scam,Urgent! Rs. 1 lakh loan approved. No verification needed. Visit: http://fastmoney.loanready.co or call 9345678901 now!
normal,Sports,"Yo, our baseball team hit a home run today! 5-3 win!"
normal,Recreation,"Hey, there’s a free outdoor movie night at the park. You in?"
fraud,Subscription Scam,Urgent Action Needed! Your Apple Music subscription lapses today. Renew: http://applemusic-renewal.xyz
fraud,Fake Delivery Scam,DHL Notice: Delivery failed due to incomplete address. Fix it immediately at http://dhl-addresscheck.com/update or lose your package!
fraud,Emotional Manipulation,"Mom, I’m stranded in a strange city. Need Rs. 3,500 for a bus ticket. Send now via http://travelrescue-aid.com. I’m so scared!"
fraud,Phishing,EMERGENCY! Your savings are at risk. Confirm details now at http://securefunds-protect.com or face account freeze.
fraud,Lottery Scam,"Amazing news! You’ve won $20,000 in Global Lotto! Act fast, claim at http://winbig.lottoclaim.xyz or miss out!"
normal,Travel,Flight to London is on time. See you in a few hours!
normal,Entertainment,"Yo, just found this hilarious new podcast. You gotta listen to it!"
normal,Sports,"Hey, let’s catch the football game at my place tonight."
normal,Work Update,"Hey, we’ve got a quick sync at 11 AM today. Join if you can."
normal,Education,"Hey, don’t forget the project deadline is tomorrow. Get it done!"
fraud,Phishing,[TrustBank]: Unauthorized login attempt on your account. Verify identity at http://trustbank-safe.com to prevent closure.
fraud,Service Fraud,Critical! Your internet access expires today. Renew at http://safe.netrenewal.org to avoid losing service!
normal,Education,"Hey, got notes from yesterday’s lecture? Can you share pls?"
normal,Work Update,Quick note: Client feedback is in. Check your email for details.
fraud,Financial Fraud,URGENT NOTICE: You’ve been overcharged $120. Claim your refund now at http://quick-refundhub.com before it expires!
normal,Delivery Update,"Hi, your delivery is on the move! Expect it by noon tomorrow."
fraud,Loan Scam,Alert! Get Rs. 7 lakhs loan in 2 hours. Click: http://speedycash.loansecure.me or lose this offer today!
normal,Family,"Dad, thanks for the advice yesterday. It really helped!"
fraud,Emotional Manipulation,"Sis, I’m in danger. Lost my wallet, need Rs. 2,000 to get home. Send urgently to http://safe-return.net. I’m relying on you!"
fraud,Impersonation,FBI Warning: Suspicious activity on your account. Verify identity at http://fbi-checkid.com or face arrest.
normal,Service Inquiry,"Hi, are you open on public holidays?"
fraud,Job Offer Scam,"ALERT! Work-from-home, $450/day. No skills required. Secure spot: http://fasttrackjob.org"
fraud,Service Fraud,Alert! Your phone line will be disconnected in 2 hours. Secure it now at http://urgent.mobileguard.net!
normal,Delivery Update,"Hey, your package is heading your way! Should arrive by tomorrow morning."
fraud,Identity Theft,Alert! Your identity is compromised. Secure your details immediately at http://id-guardian.co or risk losing everything!
normal,Social,How was your trip? Can’t wait to hear about it.
fraud,Fake Delivery Scam,Urgent: Your parcel from UPS is stuck! Verify info at http://ups-trackurgent.com/verify to avoid return to sender!
fraud,Subscription Scam,Last Chance! Your HBO Max subscription expires tonight. Renew here: http://hbomax-urgentrenewal.org
fraud,Fake Delivery Scam,Emergency: Your package is delayed! Update details at http://parcel-tracknow.com/secure before it’s sent back!
normal,Service Inquiry,"Hey, can you confirm if my order is ready for pickup?"
normal,Social,"Hey, wanna meet up for a quick bite after work?"
fraud,Job Offer Scam,URGENT! Dream job awaits! Earn $700/day from home. No experience required. Apply now: http://quickjobnow.net
fraud,Subscription Scam,Alert! Your YouTube Premium payment declined. Update details to continue: http://youtube-premiumfix.com
normal,Sports,Game on! Our basketball team won 72-65 tonight!
fraud,Phishing,URGENT! Your debit card is locked. Unlock it at http://cardaccess-now.com before transactions fail.
fraud,Phishing,[SafeBank]: Unusual transaction alert! Verify your account now at http://safebank-auth.com to avoid suspension.
normal,Travel,"Yo, I’m at the airport. Flight to Miami boards in 30 mins. See ya soon!"
fraud,Investment Scams,Secure your future! Triple your savings in 3 days. Click fast: http://wealthsurge-secure.com
fraud,Fake Delivery Scam,FedEx Urgent: Missing info on your delivery. Confirm now at http://fedex-deliveryhub.com/check or risk losing it!
normal,Delivery Update,"Hey there, your parcel is coming! It’ll be with you by Friday."
fraud,Emotional Manipulation,"Mom, I’m in a panic. Got robbed, need Rs. 4,500 to survive. Send to http://emergency-funds.in. Please, I’m all alone!"
fraud,Financial Fraud,"EMERGENCY: Your account shows a $1,200 withdrawal. Stop this now at http://stop-fraudalert.com or risk losing funds!"
normal,Service Inquiry,"Hi, is there a discount on bulk orders? Let me know!"
normal,Travel,Just checked into our hotel in Rome. The view is unreal! Pics coming soon.
fraud,Identity Theft,Warning! Your PAN card is at risk. Update now at http://pan-verifysecure.in or face penalties!
fraud,Subscription Scam,Hurry! Your Hulu subscription expires in 24 hours. Renew to keep watching: http://hulu-renewfast.info
fraud,Impersonation,IRS Urgent: Overdue payment detected. Avoid jail time by settling at http://irs-urgentpay.com. Act now!
fraud,Job Offer Scam,"HURRY! Work-from-home role, $500/day. No skills needed. Don’t miss out: http://fastcareerhub.org"
normal,Family,Love you all! Just a quick reminder you’re the best fam ever.
normal,Recreation,Let’s try the new rock climbing gym. Heard it’s awesome!
fraud,Lottery Scam,"Congratulations! Rs. 8 lakhs is yours from Lucky Draw 2023! Hurry, claim at http://prizegrab.lotterywin.org before it’s gone!"
fraud,Identity Theft,Warning! Suspicious activity detected on your ID. Verify now at http://safeid-secure.net or lose account access!
normal,Delivery Update,"Yo, your order has shipped! Expect it to arrive by Wednesday."
normal,Service Inquiry,"Hey, can I book a slot for a consultation next week?"
fraud,Impersonation,Tax Alert: Immediate action required. Pay outstanding balance at http://tax-resolvefast.com to avoid seizure.
fraud,Tech Support Scam,Alert! Your system is at risk. Secure it now by visiting http://deviceguard-fix.com or lose all data!
normal,Sports,I’m starting yoga for flexibility. Wanna join a class?
fraud,Identity Theft,Emergency! Your Aadhaar is under threat. Confirm identity now at http://verify-aadhaar.in or face deactivation!
fraud,Subscription Scam,Critical! Your Amazon Prime subscription payment failed. Update now to continue: http://prime-fixbilling.org
normal,Work Update,"Hey team, let’s wrap up the budget review by EOD today."
fraud,Service Fraud,Immediate Action Needed! Your internet will be cut off. Pay at http://secure.webpaynow.net to restore access!
normal,Work Update,Meeting with the manager is now at 1 PM. Be ready!
normal,Sports,"Hey, I’m trying out for the volleyball team. Any tips?"
fraud,Job Offer Scam,Quick Job Offer! Earn $500/day remotely. Limited openings! Click: http://hirespeedy.net
fraud,Service Fraud,Warning! Your internet access will be blocked in 2 hours. Settle your bill at http://urgent.ispbillfix.com now!
fraud,Fake Delivery Scam,USPS Emergency: Your package delivery is at risk. Confirm details now at http://usps-urgentconfirm.com or it’s gone!
normal,Recreation,"Hi, wanna try that new escape room downtown this Friday?"
fraud,Impersonation,"Tax Dept Alert: Unpaid dues of $1,200. Settle now at http://taxsettle-gov.in or face legal consequences."
normal,Education,"Yo, wanna grab coffee and go over bio concepts later?"
normal,Service Inquiry,Is there a warranty on the recent repair you did for me?
fraud,Subscription Scam,Warning! Your Disney+ subscription has an issue. Fix it now or lose access: http://disneyplus-secureupdate.com
normal,Work Update,"Hey, just letting you know the project deadline got moved to Friday. Let’s wrap it up!"
fraud,Tech Support Scam,Help! Your device is under attack. Call Tech Support at 1-866-333-4455 to save your files!
fraud,Phishing,Urgent: Your SBI account needs verification. Code: 987654. Didn’t request this? Secure now at: http://sbi-safeaccess.com
normal,Education,Reminder: essay due Friday. Need help with yours?
normal,Entertainment,"Hey, just watched an epic stand-up comedy special. You’ve gotta see it!"
fraud,Tech Support Scam,Danger! Your phone has a virus. Protect your data by calling 1-855-666-7788 right away!
fraud,Financial Fraud,Emergency: Your bank login was compromised. Reset password at http://securelogin-fix.com to avoid loss!
normal,Recreation,Let’s plan a camping trip next weekend. Stars and s’mores!
fraud,Service Fraud,Alert! Your broadband service is at risk of suspension. Pay immediately at http://fastpay.netsecurelink.com to stay connected!
normal,Social,"Hey, are you free for a quick coffee this afternoon?"
normal,Entertainment,Just binged a crazy new series on Netflix. Let’s chat about it!
normal,Family,"Bro, you free to help me move some stuff tomorrow? Cheers!"
normal,Travel,"Hey, picked up some cool souvenirs in Thailand. Can’t wait to show you!"
normal,Delivery Update,"Hey, delivery update: Your package will arrive by 3 PM today."
normal,Entertainment,"Hey, wanna hit up the new arcade in town this weekend? Looks fun!"
fraud,Tech Support Scam,Warning! Hackers targeting your device. Call 1-800-777-8899 for emergency support!
normal,Entertainment,Wanna join me for a trivia night at the pub? It’s gonna be a blast!
fraud,Subscription Scam,Your Paramount+ subscription is expiring today. Renew to keep streaming: http://paramountplus-renewal.tv
fraud,Phishing,Emergency! Your Paytm wallet shows suspicious transactions. Secure it here: http://paytm-verifyaccount.in
normal,Work Update,"Just a note, the new software rollout starts next week. Stay tuned!"
fraud,Job Offer Scam,ACT NOW! Earn $900/week from home. No qualifications needed. Apply here: http://jobquickstart.info
fraud,Financial Fraud,Warning: Account suspension imminent. Verify details at http://bankverify-now.com to prevent closure!
normal,Recreation,Wanna join me for a sunset walk on the trail tomorrow?
fraud,Loan Scam,Last chance! Get Rs. 5 lakhs loan at 1% interest. Click fast: http://instantcash.loan-now.org or call 9123456789.
fraud,Phishing,ICICI Bank: Unusual activity on your account. Protect it now! Click here: http://icici-safetycheck.org
fraud,Emotional Manipulation,"Hi, it’s your niece. I’m stuck in a foreign country and lost everything. Send Rs. 6,000 to http://rescue-abroad.net. I’m scared!"
fraud,Service Fraud,Warning! Your TV service will be terminated today. Pay now at http://secure.cablebillfix.com to keep watching.
fraud,Emotional Manipulation,"Mom, it’s urgent. I’ve been robbed and need Rs. 5,000 to survive. Please send to http://safehelp-zone.com. I’m alone!"
normal,Entertainment,"Hey, the new Marvel movie drops next week. You in for opening night?"
normal,Delivery Update,"Hi, your shipment is on its way. Should be with you by Wednesday."
fraud,Loan Scam,Emergency! Secure a loan of Rs. 2 lakhs now. No documents required. Click: http://quickfunds.safeapply.co or lose this chance!
normal,Travel,"Hey, just arrived in Paris! The view is amazing. Will send pics soon."
fraud,Identity Theft,Red Alert! Protect your PAN card at http://pan-safeguard.net before account suspension!
normal,Education,"Hey, reminder: our math quiz is tomorrow. Let’s review together!"
fraud,Investment Scams,Last chance to triple your savings in 48 hours! Click immediately: http://cashsurge247.com or lose out!
normal,Work Update,"Quick heads up, the office will be closed tomorrow for maintenance."
normal,Delivery Update,Your return has been picked up. Refund will be processed in 5-7 days.
fraud,Lottery Scam,"HURRY! You’ve won $15,000 in our Elite Lottery Draw! Visit http://winmoney.fastclaim.net now or lose it forever!"
fraud,Emotional Manipulation,"Hey bro, I’m in a bad spot. Lost my wallet and can’t get home. Send $200 to http://emergencyfund-now.com. I’m desperate!"
fraud,Loan Scam,Crisis alert! Get Rs. 6 lakhs loan today. Zero hassle. Visit: http://loanexpress.safezone.in or call 9988776655.
fraud,Service Fraud,Alert! Your mobile data plan is expiring. Renew now at http://data.securetopup.com or lose access tonight!
fraud,Loan Scam,Emergency cash! Rs. 1.5 lakhs loan ready. No checks. Apply: http://cashflow.quicksecure.net or call 9876541234.
fraud,Investment Scams,"Make millions overnight with our secret stock tips! Hurry, visit http://profitblast.online or regret forever!"
normal,Travel,Reminder: Pack light for our beach trip to Maldives this weekend!
normal,Travel,Flight to Cape Town delayed by an hour. Will keep you updated.
normal,Sports,"Hey, let’s play some volleyball at the beach this Sunday. Bring friends!"
normal,Service Inquiry,Just checking if my payment of Rs. 800 went through for last month’s bill.
fraud,Phishing,Alert from Kotak Bank: Your account may be compromised. Click to secure: http://kotak-safeguard.net
fraud,Identity Theft,Critical! Your Aadhaar details are at risk. Act now at http://aadhaar-shield.in or face suspension!
fraud,Investment Scams,Urgent alert! Invest now for instant 400% returns! Visit http://quickcashboom.com before slots fill up!
fraud,Identity Theft,Crisis! Your Aadhaar is vulnerable. Update details at http://aadhaar-securefix.com or lose access!
normal,Delivery Update,Good news! Your package is out for delivery and will be with you by 4 PM.
fraud,Service Fraud,Urgent notice! Your internet bill is overdue. Avoid suspension by paying at http://paynow.ispalert.com immediately.
normal,Service Inquiry,My water heater stopped working. Can you send someone over?
normal,Work Update,"Hi, just a reminder to check the updated schedule on the shared drive."
fraud,Phishing,Vodafone Idea: Suspicious activity detected. Protect your account now: http://vi-safetycheck.org
fraud,Impersonation,"Hey, it’s [Your Manager]. Need $200 in gift cards for a client gift ASAP. Text codes to me immediately. Thanks!"
fraud,Phishing,Bank of Baroda: Fraud alert! Verify your identity now to avoid account suspension: http://bob-protectnow.com
normal,Service Inquiry,"Hey, my AC isn’t cooling properly. Can someone take a look?"
fraud,Fake Delivery Scam,Urgent! Your eBay order shipment is stuck. Pay $1.99 fee at http://ebay-shipmentfee.com to avoid losing it!
normal,Social,"Hey, you free to meet up tomorrow? Got some fun ideas!"
fraud,Subscription Scam,Alert! Your YouTube Premium payment failed. Fix it before losing benefits: http://youtube-premiumupdate.net
fraud,Investment Scams,"Double your investment in just 3 days! Don’t wait, click now: http://quickrich2023.com or miss this golden chance!"
fraud,Fake Delivery Scam,Urgent Alert! Your Amazon parcel is delayed due to payment issue. Fix now at http://amazon-parcelpay.com or lose it!
normal,Travel,"Yo, flight to Tokyo is booked for next Friday. Can’t wait!"
normal,Service Inquiry,Do you guys provide home delivery for repairs?
normal,Delivery Update,Your purchase has been dispatched. It’ll reach you in 2-3 days.
normal,Education,"Hey, exam schedule is out. Let’s plan our study days!"
normal,Social,"Yo, your latest story on Insta cracked me up! Let’s chat soon."
fraud,Loan Scam,Urgent! Need money? Loan of Rs. 1 lakh ready. No fees. Apply: http://cashnow.securelink.biz before it’s gone!
fraud,Job Offer Scam,URGENT HIRING! $600/day for simple tasks. Work remotely. Don’t wait! Visit: http://fastworkonline.xyz
fraud,Subscription Scam,Alert! Your Amazon Prime subscription payment failed. Update now to avoid cancellation: http://prime-fixpay.com
fraud,Job Offer Scam,"URGENT! Work-from-home gig, $650/day. No experience? No problem! Click: http://fasttrackjob.org"
fraud,Financial Fraud,Overpayment of $75 detected. Claim your refund now at http://refundbank-quick.com before it expires!
fraud,Lottery Scam,"Congratulations! $10,000 lottery prize awaits! Don’t miss out, claim at http://lotteryreward.quickget.com before it’s gone!"
fraud,Emotional Manipulation,"Hey Dad, it’s me. I’m in big trouble after a fight. Need Rs. 8,000 for legal help now. Send to http://urgentlaw-aid.com. Please save me!"
normal,Family,"Mom, I’m picking up groceries. Need anything specific?"
fraud,Identity Theft,Emergency! Your Aadhaar is under threat. Verify now at http://aadhaar-guardian.net or lose all benefits!
fraud,Financial Fraud,Your account is at risk of closure. Verify identity immediately at http://bankguard-secure.com or call 1-888-555-0199.
fraud,Phishing,Your Amazon account has been flagged for unusual activity. Verify here: http://amazon-secureverify.com
fraud,Service Fraud,Urgent! Your cable TV subscription expires today. Avoid disconnection by paying now: http://renew.cablepayhub.com
fraud,Fake Delivery Scam,Alert! Missed delivery attempt. Reschedule your package now at http://delivery-attemptfix.com or face cancellation!
fraud,Tech Support Scam,Warning! Your system is compromised. Visit http://techsafe-guard.com to fix it before it's too late!
fraud,Subscription Scam,Urgent! Your Hulu account is expiring soon. Renew today to keep watching: http://hulu-renewsub.net
fraud,Tech Support Scam,Critical Issue! Your system is infected. Protect it by calling 1-844-555-6677 today!
normal,Sports,"Dude, our hockey team won 5-2! What a game! Celebrate soon?"
normal,Social,"Saw your tweet, totally agree! Let’s talk more over coffee?"
normal,Social,Your latest pic on Instagram is fire! When we hanging out?
fraud,Lottery Scam,"Amazing News! You’ve won $30,000 in the Lucky Draw! Claim now at http://lotterywin.secureclaim.io or lose everything!"
fraud,Job Offer Scam,ALERT! Earn $500/day with no skills. Work from home now. Secure your spot: http://easyhirefast.org
normal,Work Update,"Hey, we’ve got a client call at 2 PM today. Please be ready to join."
fraud,Service Fraud,Danger! Your electricity service faces disconnection. Pay urgently at http://powerbill.quicksettle.com to stay on.
normal,Recreation,"Hey, how about a quick game of tennis this Sunday morning?"
normal,Sports,"Hey, I’m signing up for a local rugby team. Wanna try it out with me?"
fraud,Service Fraud,Emergency! Your Wi-Fi service is overdue. Prevent shutdown by paying at http://quickfix.netbillpay.com today!
fraud,Loan Scam,Don’t miss out! Rs. 2.5 lakhs loan at 0% interest. Apply: http://quickloans.trustcash.co before offer expires!
fraud,Emotional Manipulation,"Grandma, it’s your favorite grandchild. I’m injured and need Rs. 4,000 for meds. Transfer to http://quickcare-help.org. Hurry!"
fraud,Tech Support Scam,Critical! Device at risk of hacking. Call 1-877-222-3344 for urgent tech support now!
fraud,Loan Scam,"Instant approval! Loan up to Rs. 7 lakhs. Don’t delay, click: http://loanplus.fastaccess.org before slots fill up!"
normal,Service Inquiry,"Hi, do you have any offers on annual maintenance plans?"
fraud,Job Offer Scam,"JOB OFFER! Make $1,200/week from your couch. No experience needed. Apply: http://homejobsecure.com"
normal,Education,"Hey, prof just posted new notes online. Check them out!"
normal,Family,"Hey family, BBQ at my house this Saturday. Bring your appetite!"
fraud,Tech Support Scam,Immediate Action Needed! Virus on your phone. Visit http://securetech-help.com to resolve now!
normal,Family,"Hey fam, just wanted to say I love you all. Stay awesome!"
normal,Work Update,"Hey, quick note: tomorrow’s training session starts at 10 AM. Be there!"
fraud,Emotional Manipulation,"Hi, it’s your cousin. My child is sick and I need Rs. 9,000 for surgery. Transfer to http://childcare-urgent.com. Save us!"
normal,Family,"Dad, can you help me fix my bike this weekend? Thanks!"
fraud,Subscription Scam,Don’t lose access! Your Netflix subscription needs urgent renewal: http://netflix-subfixnow.com
fraud,Impersonation,"IRS Notice: Immediate payment required for tax violation. Avoid jail time, pay at http://irs-urgentpay.net."
normal,Sports,"Man, that last-second shot in the NBA game was wild! You see it?"
fraud,Job Offer Scam,"EMERGENCY JOB ALERT! Earn $1,000/week. No skills required. Apply today: http://swiftjobapply.net"
fraud,Impersonation,"Hi, it’s [Your Boss]. Emergency! Buy $500 in gift cards for a team event. Send codes now, urgent!"
normal,Recreation,"Hi, up for a picnic in the park on Saturday? Bring a blanket!"
normal,Social,"Just watched your Snapchat, so cool! Let’s catch up soon."
fraud,Fake Delivery Scam,DHL Notice: Your shipment is on hold. Pay $2.99 fee to release it at http://dhl-releasefee.com before it’s sent back!
normal,Work Update,"Hey, please confirm your availability for the workshop on Thursday."
fraud,Impersonation,Urgent! This is Amazon Support. Suspicious activity on your account. Secure it at http://amazon-verifyacc.com now!
fraud,Identity Theft,Immediate Action Required! Secure your PAN at http://pan-protectnow.com or face legal action!
normal,Delivery Update,"Hi, just a heads-up! Your delivery is scheduled for today before 7 PM."
normal,Recreation,Let’s hit the lake for some kayaking this weekend. You in?
fraud,Subscription Scam,Your Spotify Premium is about to end. Don’t miss out—renew here: http://spotify-premiumrenewal.org
normal,Sports,"Yo, game night at my place. Hockey’s on. Bring snacks!"
normal,Social,"Hey, wanna hang out this weekend? I’m down for anything!"
fraud,Identity Theft,Alert! Your identity is compromised. Secure your PAN details immediately at http://pan-safetyzone.com or risk account closure!
normal,Social,"Yo, let’s grab some pizza tonight if you’re around!"
fraud,Subscription Scam,Your Apple Music subscription expires in 24 hours. Act now to continue: http://applemusic-renewfast.com
normal,Travel,Just booked a cute Airbnb for our weekend in Amsterdam. Excited!
normal,Sports,"Hey, let’s hit the gym for some indoor soccer this weekend. You in?"
normal,Sports,"Hey, did you see that epic tennis match? Unbelievable rally!"
normal,Service Inquiry,"Hi, can I book a service slot for this Friday?"
fraud,Financial Fraud,Immediate action required! Suspicious $500 charge on your account. Verify at http://checkcard-safe.com!
fraud,Impersonation,Urgent! This is the IRS. Your tax refund is delayed due to an error. Resolve now at http://irs-refundcheck.com or face penalties.
fraud,Loan Scam,Immediate loan of Rs. 3 lakhs waiting for you! Low rates. Click: http://fastmoney.approve247.net. Act now!
normal,Recreation,"Yo, let’s catch a movie this Friday night. Popcorn’s on me!"
normal,Entertainment,"Yo, there’s a cool art exhibit downtown. Wanna check it out Saturday?"
normal,Travel,Just checked in at the hotel in New York. Let’s chat tomorrow.
fraud,Investment Scams,"Invest today for a guaranteed 300% profit! Don’t delay, go to http://wealthrush.live now!"
normal,Family,"Hey everyone, game night on Thursday. Who’s in?"
fraud,Service Fraud,Critical! Your phone service is about to be cut off. Pay instantly via http://secure.telcopaynow.com to avoid issues.
fraud,Financial Fraud,Urgent: $900 unauthorized charge on your card. Click http://cardsecure-alert.com to stop further transactions!
